,name,genres,budget,revenue,runtime,popularity,vote_counts,vote_averages
261,Like Water for Chocolate,"['Drama', 'Romance']",2000000.0,21665468.0,105.0,4.126083,70.0,6.6
262,Legends of the Fall,"['Adventure', 'Drama', 'Romance', 'War']",30000000.0,160638883.0,133.0,12.199047,636.0,7.2
263,Major Payne,"['Adventure', 'Comedy', 'Family']",0.0,0.0,95.0,9.253362,164.0,6.1
264,Little Odessa,"['Action', 'Drama']",0.0,0.0,98.0,1.861292,31.0,6.4
265,Mi Vida Loca,"['Crime', 'Drama']",0.0,0.0,92.0,1.788829,9.0,5.7
266,Love Affair,"['Drama', 'Romance']",60000000.0,0.0,108.0,3.290192,11.0,4.3
267,Losing Isaiah,['Drama'],17000000.0,7603766.0,106.0,7.698526,28.0,6.4
268,The Madness of King George,"['Comedy', 'Drama', 'History']",0.0,0.0,107.0,4.81307,67.0,6.7
269,Mary Shelley's Frankenstein,"['Drama', 'Horror', 'Science Fiction', 'Romance']",45000000.0,112006296.0,123.0,14.287753,272.0,6.1
270,Man of the House,"['Action', 'Comedy', 'Family']",0.0,0.0,96.0,2.558118,40.0,5.1
271,Mixed Nuts,"['Comedy', 'Drama', 'Romance']",15000000.0,0.0,97.0,2.899608,37.0,5.2
272,Milk Money,"['Comedy', 'Romance']",0.0,18137661.0,108.0,3.770115,49.0,5.6
273,Miracle on 34th Street,"['Fantasy', 'Drama', 'Family']",0.0,46264384.0,114.0,5.831622,199.0,6.4
274,Miami Rhapsody,"['Comedy', 'Romance']",6.0,5.0,95.0,1.137266,7.0,5.6
275,My Family,"['Comedy', 'Drama']",5500000.0,0.0,128.0,3.121288,11.0,7.0
276,Murder in the First,"['Crime', 'Drama']",0.0,17381942.0,122.0,9.518564,140.0,6.9
277,Nobody's Fool,"['Drama', 'Comedy']",0.0,0.0,110.0,2.891269,56.0,7.0
278,Nell,"['Drama', 'Thriller']",31000000.0,106683817.0,112.0,5.930957,128.0,6.1
279,New Jersey Drive,"['Crime', 'Drama']",0.0,0.0,98.0,0.629955,7.0,6.9
280,New York Cop,"['Action', 'Thriller', 'Crime', 'Drama']",0.0,0.0,93.0,0.004537,0.0,0.0
281,Beyond Bedlam,['Horror'],4800000.0,0.0,89.0,0.426952,4.0,4.0
282,Nemesis 2 - Nebula,"['Science Fiction', 'Action', 'Thriller']",0.0,0.0,83.0,1.466491,10.0,4.6
283,Nina Takes a Lover,"['Drama', 'Romance']",0.0,0.0,100.0,0.769522,4.0,7.4
284,Natural Born Killers,"['Crime', 'Thriller', 'Drama']",34000000.0,50282766.0,119.0,11.226856,927.0,6.9
285,Only You,"['Comedy', 'Drama', 'Romance']",0.0,0.0,115.0,4.936761,92.0,6.4
286,Once Were Warriors,['Drama'],0.0,2201126.0,99.0,4.025276,106.0,7.6
287,Poison Ivy II: Lily,"['Drama', 'Romance', 'Thriller']",0.0,0.0,106.0,6.448039,32.0,4.6
288,Outbreak,"['Action', 'Drama', 'Science Fiction', 'Thriller']",50000000.0,189859560.0,127.0,13.676444,522.0,6.4
289,Leon: The Professional,"['Thriller', 'Crime', 'Drama']",16000000.0,45284974.0,110.0,20.477329,4293.0,8.2
290,The Perez Family,"['Comedy', 'Drama', 'Romance']",11000000.0,2832826.0,113.0,1.433544,9.0,6.6
291,A Pyromaniac's Love Story,"['Comedy', 'Drama', 'Romance']",0.0,0.0,94.0,0.463307,2.0,7.0
292,Pulp Fiction,"['Thriller', 'Crime']",8000000.0,213928762.0,154.0,140.950236,8670.0,8.3
293,Panther,['Drama'],0.0,6834525.0,124.0,7.160149,6.0,6.4
294,Pushing Hands,"['Comedy', 'Drama']",400000.0,152322.0,105.0,1.638622,9.0,6.1
295,Priest,"['Drama', 'Romance']",0.0,4176932.0,98.0,1.881932,32.0,6.4
296,Quiz Show,"['History', 'Drama']",0.0,0.0,133.0,7.772505,262.0,7.1
297,Picture Bride,"['Drama', 'History']",0.0,0.0,94.0,1.296912,5.0,7.4
298,Queen Margot,"['Drama', 'History']",0.0,0.0,162.0,4.405405,67.0,7.0
299,The Quick and the Dead,"['Action', 'Western']",32000000.0,18552460.0,107.0,7.54701,431.0,6.2
300,Roommates,"['Drama', 'Comedy']",22000000.0,12400000.0,108.0,3.395867,7.0,6.4
301,Prêt-à-Porter,"['Drama', 'Comedy']",15000000.0,11300653.0,133.0,6.259433,33.0,5.3
302,Three Colors: Red,"['Drama', 'Mystery', 'Romance']",0.0,0.0,99.0,7.832755,246.0,7.8
303,Three Colors: Blue,"['Drama', 'Music', 'Mystery']",0.0,0.0,98.0,8.843517,311.0,7.7
304,Three Colors: White,"['Comedy', 'Drama', 'Mystery']",0.0,0.0,91.0,6.5898,218.0,7.3
305,"Red Firecracker, Green Firecracker",['Drama'],0.0,0.0,111.0,0.078257,2.0,7.0
306,Rent-a-Kid,"['Comedy', 'Family', 'TV Movie']",0.0,0.0,85.0,1.155255,15.0,5.1
307,Relative Fear,"['Horror', 'Drama']",0.0,0.0,90.0,0.499601,3.0,4.7
308,Stuart Saves His Family,"['Comedy', 'Drama']",0.0,0.0,95.0,1.390885,6.0,5.0
309,The Swan Princess,['Animation'],35000000.0,9771658.0,89.0,8.910462,251.0,6.5
310,The Secret of Roan Inish,"['Drama', 'Family', 'Fantasy']",0.0,0.0,97.0,1.750481,15.0,6.1
311,The Specialist,"['Action', 'Thriller']",45000000.0,170362582.0,110.0,10.388183,317.0,5.5
312,Stargate,"['Action', 'Adventure', 'Science Fiction']",55000000.0,196567262.0,121.0,13.328924,942.0,6.8
313,The Santa Clause,"['Fantasy', 'Drama', 'Comedy', 'Family']",22000000.0,189833357.0,97.0,9.665424,501.0,6.3
314,The Shawshank Redemption,"['Drama', 'Crime']",25000000.0,28341469.0,142.0,51.645403,8358.0,8.5
315,Shallow Grave,"['Crime', 'Thriller']",0.0,0.0,92.0,8.223026,247.0,7.0
316,Suture,"['Drama', 'Thriller']",0.0,102780.0,96.0,1.298224,7.0,6.0
317,Strawberry and Chocolate,"['Comedy', 'Drama']",0.0,0.0,108.0,1.777197,16.0,7.1
318,Swimming with Sharks,"['Crime', 'Comedy']",0.0,0.0,101.0,5.869261,104.0,6.7
319,The Sum of Us,"['Comedy', 'Drama', 'Romance']",32.0,0.0,100.0,1.407427,21.0,6.0
320,Senior Trip,['Comedy'],0.0,0.0,91.0,5.05806,23.0,5.7
321,To Live,"['Drama', 'Romance', 'War']",0.0,0.0,125.0,5.260627,62.0,7.7
322,Tank Girl,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",25000000.0,4064495.0,98.0,7.602087,140.0,5.5
323,Tales from the Crypt: Demon Knight,"['Horror', 'Comedy', 'Thriller']",0.0,0.0,92.0,9.455342,96.0,6.7
324,Star Trek: Generations,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",38000000.0,120000000.0,118.0,8.105708,461.0,6.4
325,Tales from the Hood,"['Crime', 'Horror', 'Thriller']",6000000.0,12000000.0,98.0,2.86007,33.0,5.4
326,Tom & Viv,"['Drama', 'Romance']",0.0,0.0,115.0,0.704204,8.0,5.8
327,Village of the Damned,"['Thriller', 'Horror', 'Science Fiction']",0.0,0.0,99.0,6.529879,165.0,5.6
328,Tommy Boy,['Comedy'],0.0,32648673.0,97.0,11.971318,321.0,6.8
329,Vanya on 42nd Street,"['Drama', 'Romance']",0.0,0.0,119.0,7.039846,15.0,6.1
330,The Underneath,"['Thriller', 'Crime']",6500000.0,0.0,99.0,2.059771,15.0,5.6
331,The Walking Dead,"['Drama', 'War']",0.0,0.0,88.0,0.620873,4.0,6.6
332,What's Eating Gilbert Grape,"['Romance', 'Drama']",11000000.0,10032765.0,118.0,10.3919,943.0,7.5
333,Virtuosity,"['Action', 'Crime', 'Science Fiction', 'Thriller']",30000000.0,24048000.0,106.0,5.188399,163.0,5.4
334,While You Were Sleeping,"['Comedy', 'Drama', 'Romance']",17000000.0,182057016.0,103.0,15.783615,340.0,6.5
335,The War,['Drama'],0.0,0.0,126.0,3.908596,39.0,6.3
336,Double Happiness,"['Comedy', 'Romance']",0.0,759393.0,87.0,0.372239,2.0,5.5
337,Muriel's Wedding,"['Drama', 'Comedy', 'Romance']",3000000.0,15119639.0,106.0,5.254847,104.0,6.9
338,The Baby-Sitters Club,"['Comedy', 'Drama', 'Family']",0.0,0.0,94.0,2.15805,23.0,5.3
339,Ace Ventura: Pet Detective,"['Comedy', 'Mystery']",15000000.0,107217396.0,86.0,11.247957,1684.0,6.4
340,"The Adventures of Priscilla, Queen of the Desert","['Drama', 'Comedy']",0.0,11220670.0,104.0,8.328596,174.0,7.2
341,Backbeat,"['Drama', 'Music']",0.0,0.0,100.0,2.487951,37.0,6.2
342,Bitter Moon,"['Thriller', 'Drama', 'Romance']",5000000.0,1862805.0,139.0,11.298195,115.0,7.0
343,Bullets Over Broadway,"['Action', 'Comedy', 'Thriller']",0.0,0.0,98.0,5.72288,130.0,7.0
344,Clear and Present Danger,"['Action', 'Drama', 'Thriller']",62000000.0,215887717.0,141.0,7.513245,390.0,6.4
345,The Client,"['Drama', 'Thriller', 'Crime', 'Mystery']",45000000.0,117615211.0,119.0,15.263829,287.0,6.4
346,"Corrina, Corrina","['Comedy', 'Drama', 'Family', 'Romance']",0.0,0.0,115.0,6.924689,83.0,6.4
347,Crooklyn,"['Comedy', 'Drama']",0.0,0.0,115.0,2.533022,31.0,6.7
348,The Crow,"['Fantasy', 'Action', 'Thriller']",15000000.0,94000000.0,102.0,15.799336,980.0,7.3
349,Cobb,['Drama'],0.0,1007583.0,128.0,2.583363,29.0,6.1
350,The Flintstones,"['Fantasy', 'Comedy', 'Family']",46000000.0,341631208.0,91.0,15.019586,559.0,5.0
351,Forrest Gump,"['Comedy', 'Drama', 'Romance']",55000000.0,677945399.0,142.0,48.307194,8147.0,8.2
352,Four Weddings and a Funeral,"['Comedy', 'Drama', 'Romance']",6000000.0,254700832.0,117.0,8.990345,654.0,6.6
353,Higher Learning,"['Romance', 'Drama', 'Crime']",0.0,38290723.0,127.0,7.817811,49.0,6.4
354,I Like It Like That,"['Comedy', 'Drama', 'Romance']",0.0,1777020.0,104.0,0.289295,4.0,6.3
355,I Love Trouble,"['Action', 'Comedy', 'Romance']",45000000.0,61947267.0,123.0,3.570874,41.0,5.3
356,It Could Happen to You,"['Comedy', 'Drama', 'Romance']",0.0,0.0,101.0,11.272073,154.0,6.1
357,The Jungle Book,"['Adventure', 'Drama', 'Family']",0.0,0.0,111.0,10.714235,107.0,5.9
358,"The Wonderful, Horrible Life of Leni Riefenstahl","['Documentary', 'Foreign']",0.0,449707.0,180.0,0.568884,5.0,7.3
359,The Lion King,"['Family', 'Animation', 'Drama']",45000000.0,788241776.0,89.0,21.605761,5520.0,8.0
360,Little Buddha,"['Drama', 'History']",35000000.0,4858139.0,140.0,5.681522,76.0,6.0
361,New Nightmare,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",14000000.0,18090181.0,112.0,9.860522,297.0,6.4
362,The Mask,"['Romance', 'Comedy', 'Crime', 'Fantasy']",23000000.0,351583407.0,101.0,14.13488,2550.0,6.6
363,Maverick,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",0.0,0.0,127.0,15.050326,490.0,6.6
364,Mrs. Parker and the Vicious Circle,['Drama'],0.0,0.0,125.0,4.739054,20.0,6.3
365,The Naked Gun 33⅓: The Final Insult,"['Comedy', 'Crime']",30000000.0,51132598.0,83.0,10.587232,535.0,6.4
366,The Paper,"['Comedy', 'Drama']",6000000.0,0.0,112.0,4.006063,40.0,6.1
367,Reality Bites,['Drama'],11500000.0,20079850.0,99.0,6.514592,180.0,6.5
368,Red Rock West,"['Crime', 'Drama', 'Thriller']",8000000.0,2000000.0,98.0,5.137903,71.0,6.4
369,Ri¢hie Ri¢h,"['Comedy', 'Family']",40000000.0,0.0,95.0,6.595255,426.0,5.4
370,Safe Passage,['Drama'],0.0,0.0,98.0,4.931565,7.0,4.9
371,The River Wild,"['Action', 'Adventure', 'Crime', 'Thriller']",45000000.0,0.0,111.0,10.511241,214.0,6.1
372,Speed,"['Action', 'Adventure', 'Crime']",30000000.0,350448145.0,116.0,10.859292,1814.0,6.8
373,Speechless,"['Comedy', 'Romance']",0.0,0.0,99.0,2.334226,24.0,5.5
374,Timecop,"['Thriller', 'Science Fiction', 'Action', 'Crime']",27000000.0,101646581.0,99.0,8.907074,288.0,5.5
375,True Lies,"['Action', 'Thriller']",115000000.0,378882411.0,141.0,11.396099,1138.0,6.8
376,When a Man Loves a Woman,"['Drama', 'Romance']",0.0,50021959.0,126.0,4.322544,71.0,6.0
377,Wolf,['Fantasy'],0.0,0.0,125.0,14.063845,221.0,6.0
378,Wyatt Earp,"['Drama', 'Action', 'Western']",63000000.0,25052000.0,191.0,9.277147,203.0,6.5
379,Bad Company,"['Action', 'Crime', 'Romance', 'Thriller']",0.0,0.0,108.0,0.912415,12.0,4.9
380,A Man of No Importance,"['Comedy', 'Drama']",0.0,953.0,99.0,0.406113,2.0,6.5
381,S.F.W.,"['Comedy', 'Drama']",0.0,0.0,96.0,2.504529,22.0,6.1
382,A Low Down Dirty Shame,"['Action', 'Comedy', 'Crime']",10000000.0,29392418.0,100.0,3.021526,31.0,6.0
383,"Boys Life: Three Stories of Love, Lust, and Liberation",['Drama'],0.0,0.0,91.0,0.054148,1.0,2.0
384,Colonel Chabert,['Drama'],0.0,0.0,110.0,0.934312,9.0,5.9
385,"Faster, Pussycat! Kill! Kill!","['Action', 'Crime']",45000.0,0.0,83.0,4.220541,59.0,6.5
386,Jason's Lyric,"['Crime', 'Drama', 'Romance']",7000000.0,20851521.0,119.0,0.912909,9.0,5.9
387,The Secret Adventures of Tom Thumb,"['Animation', 'Science Fiction']",0.0,0.0,61.0,0.381704,8.0,7.1
388,Street Fighter,"['Action', 'Adventure', 'Thriller']",35000000.0,99423521.0,102.0,13.58449,330.0,4.1
389,Coldblooded,"['Action', 'Comedy']",0.0,0.0,92.0,2.342756,13.0,6.7
390,Desert Winds,[],0.0,0.0,97.0,0.251223,0.0,0.0
391,Fall Time,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",0.0,0.0,88.0,1.108494,6.0,6.3
392,The Fear,"['Horror', 'Thriller']",0.0,0.0,98.0,0.268043,7.0,3.4
393,Frank and Ollie,['Documentary'],0.0,0.0,89.0,0.142357,4.0,7.5
394,Girl in the Cadillac,"['Romance', 'Adventure', 'Crime', 'Drama']",0.0,0.0,89.0,0.405392,1.0,10.0
395,Homage,"['Thriller', 'Drama']",0.0,0.0,97.0,0.014925,0.0,0.0
396,Mirage,"['Action', 'Thriller']",0.0,0.0,92.0,0.302957,1.0,4.0
397,Open Season,['Comedy'],0.0,0.0,97.0,0.012456,0.0,0.0
398,Dos Crímenes,[],0.0,0.0,0.0,0.233376,1.0,5.0
399,Brother Minister: The Assassination of Malcolm X,['Documentary'],0.0,0.0,115.0,0.0368,1.0,4.0
400,Highlander: The Final Dimension,"['Action', 'Fantasy', 'Science Fiction']",26000000.0,36800000.0,99.0,6.866634,110.0,4.5
401,Federal Hill,[],0.0,0.0,97.0,0.100685,2.0,5.0
402,In the Mouth of Madness,"['Horror', 'Mystery', 'Thriller']",8000000.0,8946600.0,95.0,8.497643,307.0,7.1
403,8 Seconds,"['Drama', 'Romance']",0.0,0.0,105.0,1.888534,22.0,7.2
404,Above the Rim,"['Crime', 'Drama']",0.0,0.0,96.0,4.38154,40.0,6.7
405,Addams Family Values,"['Comedy', 'Family', 'Fantasy']",0.0,48919043.0,94.0,17.555909,537.0,6.5
406,Martin Lawrence: You So Crazy,['Comedy'],0.0,0.0,84.0,0.394194,4.0,4.5
407,The Age of Innocence,"['Drama', 'Romance']",34000000.0,32255440.0,139.0,8.013617,172.0,7.0
408,Airheads,"['Comedy', 'Crime', 'Music']",0.0,0.0,92.0,7.09232,222.0,5.8
409,The Air Up There,"['Comedy', 'Family']",17080000.0,21011500.0,107.0,1.896273,42.0,5.1
410,Another Stakeout,"['Action', 'Comedy']",0.0,0.0,105.0,12.967239,58.0,4.9
411,Bad Girls,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",0.0,15240435.0,99.0,14.644772,61.0,4.6
412,Barcelona,"['Comedy', 'Drama', 'Romance']",3200000.0,0.0,100.0,1.632711,20.0,6.6
413,Being Human,"['Drama', 'Comedy', 'Fantasy']",40000000.0,0.0,122.0,2.783872,15.0,5.0
414,The Beverly Hillbillies,['Comedy'],0.0,0.0,93.0,5.673735,86.0,5.0
415,Beverly Hills Cop III,"['Action', 'Comedy', 'Crime']",50000000.0,119208989.0,104.0,11.787784,445.0,5.5
416,Black Beauty,"['Action', 'Adventure', 'Drama', 'Family']",0.0,0.0,88.0,8.398845,68.0,6.6
417,Blink,"['Mystery', 'Crime', 'Drama', 'Thriller']",0.0,16668552.0,106.0,3.00282,45.0,6.3
418,Blown Away,"['Drama', 'Action', 'Thriller']",0.0,30156002.0,121.0,13.155071,126.0,6.0
419,Blue Chips,['Drama'],0.0,0.0,108.0,6.131056,41.0,5.7
420,Blue Sky,"['Drama', 'Romance']",0.0,0.0,101.0,4.993829,28.0,6.1
421,Body Snatchers,"['Horror', 'Science Fiction', 'Thriller']",13000000.0,428868.0,87.0,6.559693,102.0,5.8
422,Boxing Helena,"['Drama', 'Romance']",0.0,1796389.0,107.0,4.304224,59.0,4.5
423,A Bronx Tale,"['Drama', 'Crime']",22000000.0,17287898.0,121.0,6.115628,447.0,7.4
424,Cabin Boy,['Comedy'],0.0,3662459.0,80.0,1.679042,28.0,4.9
425,Calendar Girl,"['Drama', 'Comedy']",13000000.0,2570145.0,90.0,1.316741,10.0,3.7
426,Carlito's Way,"['Action', 'Crime', 'Drama', 'Thriller']",30000000.0,36516012.0,144.0,8.698509,805.0,7.7
427,City Slickers II: The Legend of Curly's Gold,"['Action', 'Comedy', 'Drama', 'Western']",0.0,0.0,116.0,8.605703,103.0,4.9
428,Clean Slate,"['Comedy', 'Thriller', 'Mystery']",0.0,7355425.0,107.0,2.724621,25.0,5.7
429,Cliffhanger,"['Action', 'Adventure', 'Thriller']",70000000.0,255000211.0,112.0,9.830853,600.0,6.1
430,Coneheads,"['Comedy', 'Science Fiction', 'Family']",0.0,0.0,88.0,10.722729,228.0,4.8
431,Color of Night,"['Drama', 'Mystery', 'Romance', 'Thriller']",40000000.0,19726050.0,121.0,14.228963,117.0,5.4
432,Cops & Robbersons,"['Action', 'Comedy', 'Family']",0.0,0.0,93.0,7.042878,36.0,5.0
433,The Cowboy Way,"['Western', 'Action', 'Comedy']",0.0,0.0,102.0,4.286279,38.0,5.1
434,Dangerous Game,['Drama'],0.0,0.0,108.0,2.70097,9.0,5.4
435,Dave,['Comedy'],0.0,63000000.0,110.0,13.696394,205.0,6.3
436,Dazed and Confused,"['Comedy', 'Drama']",6900000.0,7993039.0,102.0,6.8652,588.0,7.4
437,Demolition Man,"['Crime', 'Action', 'Science Fiction']",57000000.0,159055768.0,115.0,11.626116,1018.0,6.4
438,The Endless Summer 2,['Documentary'],0.0,0.0,109.0,0.408159,12.0,7.1
439,Even Cowgirls Get the Blues,"['Western', 'Drama', 'Comedy', 'Romance']",8000000.0,0.0,96.0,2.970724,29.0,4.2
440,Fatal Instinct,['Comedy'],0.0,0.0,91.0,3.555139,37.0,5.4
441,Farewell My Concubine,['Drama'],0.0,0.0,171.0,4.875827,98.0,7.8
442,The Favor,"['Drama', 'Comedy', 'Romance']",0.0,0.0,97.0,1.344876,6.0,3.3
443,Fearless,['Drama'],0.0,0.0,122.0,9.284624,80.0,6.8
444,Fear of a Black Hat,['Comedy'],0.0,0.0,88.0,0.985441,11.0,5.8
445,With Honors,"['Comedy', 'Drama']",0.0,0.0,103.0,2.969003,54.0,6.1
446,Flesh and Bone,"['Drama', 'Mystery', 'Romance']",0.0,9488998.0,126.0,1.896869,22.0,6.2
447,Widows' Peak,"['Comedy', 'Thriller', 'Mystery', 'Romance', 'Foreign']",0.0,0.0,101.0,0.409427,3.0,4.3
448,For Love or Money,"['Comedy', 'Romance']",30000000.0,11146270.0,94.0,8.468869,77.0,5.7
449,The Firm,"['Drama', 'Mystery', 'Thriller']",42000000.0,270248367.0,154.0,9.678367,513.0,6.6
450,Free Willy,"['Family', 'Adventure']",20000000.0,153698625.0,112.0,5.990572,429.0,6.0
451,Fresh,"['Crime', 'Drama', 'Thriller']",0.0,0.0,114.0,3.970215,56.0,7.6
452,The Fugitive,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",44000000.0,368875760.0,130.0,10.08937,1240.0,7.2
453,Geronimo: An American Legend,"['History', 'Action', 'Drama', 'Western']",35000000.0,18635620.0,115.0,4.653462,44.0,5.9
454,The Getaway,"['Drama', 'Action', 'Thriller']",0.0,30.0,115.0,14.214403,81.0,5.4
455,Getting Even with Dad,"['Family', 'Comedy', 'Crime']",30000000.0,0.0,109.0,2.410545,43.0,4.5
456,Go Fish,"['Drama', 'Romance']",0.0,0.0,83.0,0.775898,5.0,3.9
457,A Good Man in Africa,"['Comedy', 'Drama']",0.0,0.0,94.0,5.22583,11.0,5.2
458,Guilty as Sin,"['Drama', 'Thriller']",0.0,22886222.0,107.0,5.385108,21.0,5.6
459,Hard Target,"['Action', 'Adventure', 'Crime', 'Thriller']",18000000.0,74189677.0,97.0,7.834351,237.0,6.1
460,Heaven & Earth,"['History', 'War', 'Action', 'Drama']",33000000.0,0.0,140.0,4.190541,51.0,6.4
461,Hot Shots! Part Deux,"['Action', 'Comedy', 'War']",25000000.0,133752825.0,86.0,13.482371,463.0,6.2
462,Live Nude Girls,['Comedy'],0.0,0.0,95.0,2.138959,12.0,4.7
463,The Englishman Who Went Up a Hill But Came Down a Mountain,"['Drama', 'Comedy', 'Romance']",0.0,0.0,99.0,5.331753,83.0,6.1
464,The House of the Spirits,"['Romance', 'Drama']",25000000.0,0.0,140.0,10.687795,135.0,6.7
465,House Party 3,['Comedy'],0.0,0.0,100.0,0.996047,11.0,4.6
466,The Hudsucker Proxy,"['Comedy', 'Drama']",30000000.0,0.0,111.0,7.550545,280.0,7.1
467,I'll Do Anything,"['Comedy', 'Drama']",40000000.0,0.0,115.0,1.742974,18.0,5.7
468,In the Army Now,['Comedy'],0.0,28881266.0,91.0,6.071466,54.0,4.7
469,In the Line of Fire,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",40000000.0,176997168.0,128.0,12.637158,392.0,6.8
470,In the Name of the Father,['Drama'],13000000.0,65796862.0,133.0,7.405895,363.0,7.6
471,The Inkwell,"['Comedy', 'Drama', 'Romance']",0.0,8880705.0,110.0,0.613335,5.0,3.9
472,What's Love Got to Do with It,"['Drama', 'Music']",0.0,0.0,118.0,14.820883,75.0,6.9
473,Jimmy Hollywood,['Comedy'],30000000.0,0.0,112.0,4.563989,17.0,4.6
474,Judgment Night,"['Action', 'Thriller', 'Crime']",0.0,12136938.0,110.0,5.538671,79.0,6.4
475,Jurassic Park,"['Adventure', 'Science Fiction']",63000000.0,920100000.0,127.0,8.863776,4956.0,7.6
476,Kalifornia,"['Thriller', 'Crime']",9000000.0,2395231.0,117.0,8.4337,209.0,6.5
477,Killing Zoe,"['Action', 'Crime', 'Drama', 'Thriller']",1500000.0,418961.0,96.0,4.948569,111.0,6.1
478,King of the Hill,['Drama'],0.0,0.0,103.0,4.375347,33.0,6.4
479,Lassie,"['Action', 'Adventure', 'Drama', 'Family']",0.0,0.0,94.0,3.645342,54.0,6.1
480,Last Action Hero,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",85000000.0,137298489.0,130.0,9.434006,725.0,6.1
481,Life With Mikey,"['Comedy', 'Family']",0.0,0.0,91.0,6.446229,24.0,5.1
482,Lightning Jack,"['Action', 'Comedy', 'Western']",0.0,0.0,98.0,2.913584,40.0,5.7
483,M. Butterfly,"['Drama', 'Romance']",0.0,1499795.0,101.0,6.516976,35.0,6.6
484,Made in America,['Comedy'],22000000.0,0.0,111.0,5.43085,86.0,5.3
485,Malice,"['Drama', 'Crime']",0.0,46405336.0,107.0,9.861672,105.0,5.9
486,The Man without a Face,['Drama'],0.0,24760338.0,114.0,5.997712,125.0,6.2
487,Manhattan Murder Mystery,"['Comedy', 'Mystery']",13500000.0,11285588.0,104.0,8.939404,169.0,7.1
488,Menace II Society,"['Drama', 'Action', 'Crime']",3500000.0,27900000.0,97.0,5.260924,179.0,7.2
489,Executive Decision,"['Action', 'Adventure', 'Drama', 'Thriller']",55000000.0,121969216.0,133.0,13.106291,261.0,5.8
490,In the Realm of the Senses,"['Drama', 'Romance']",0.0,0.0,105.0,8.932494,112.0,6.5
491,What Happened Was...,"['Thriller', 'Comedy', 'Drama', 'Romance']",0.0,0.0,91.0,0.534606,7.0,7.0
492,Much Ado About Nothing,"['Drama', 'Comedy', 'Romance']",8000000.0,0.0,111.0,8.62724,194.0,7.2
493,Mr. Jones,"['Drama', 'Romance']",0.0,0.0,114.0,6.579753,35.0,5.9
494,Mr. Wonderful,"['Comedy', 'Romance']",0.0,0.0,98.0,13.011091,11.0,5.5
495,Mrs. Doubtfire,"['Comedy', 'Drama', 'Family']",25000000.0,441286195.0,125.0,11.16553,1638.0,7.0
496,Naked,"['Comedy', 'Drama']",0.0,0.0,131.0,8.665198,105.0,7.5
497,The Next Karate Kid,['Adventure'],12000000.0,15826984.0,107.0,9.9697,202.0,4.8
498,The New Age,"['Comedy', 'Drama']",0.0,0.0,112.0,0.596207,5.0,4.8
499,No Escape,"['Action', 'Drama', 'Science Fiction', 'Thriller']",20000000.0,15340000.0,118.0,9.715187,86.0,6.1
500,North,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']",40000000.0,0.0,87.0,15.534707,67.0,4.8
501,Orlando,"['Romance', 'Drama', 'Fantasy']",4000000.0,0.0,93.0,3.800785,53.0,6.7
502,A Perfect World,"['Crime', 'Drama', 'Thriller']",30000000.0,135130999.0,138.0,8.040589,376.0,7.2
503,Philadelphia,['Drama'],26000000.0,206678440.0,125.0,13.373006,1019.0,7.6
504,The Piano,"['Drama', 'Romance']",7000000.0,116700000.0,121.0,7.436758,290.0,7.1
505,Poetic Justice,"['Drama', 'Romance']",14000000.0,27515786.0,109.0,6.972599,47.0,6.9
506,The Program,['Drama'],0.0,23042200.0,112.0,3.199976,28.0,6.0
507,The Puppet Masters,"['Horror', 'Science Fiction', 'Thriller']",0.0,8638072.0,109.0,7.272296,41.0,5.6
508,Radioland Murders,"['Comedy', 'Crime', 'Drama', 'Music', 'Mystery', 'Romance']",0.0,0.0,108.0,8.506727,12.0,5.8
509,The Ref,['Comedy'],11000000.0,11439193.0,97.0,5.868677,99.0,6.7
510,The Remains of the Day,"['Drama', 'Romance']",11500000.0,23237911.0,134.0,12.222576,213.0,7.5
511,Renaissance Man,"['Comedy', 'War']",40000000.0,24332324.0,128.0,4.985157,83.0,5.9
512,Rising Sun,"['Action', 'Drama', 'Thriller']",0.0,107198790.0,125.0,6.279082,188.0,5.8
513,The Road to Wellville,"['Comedy', 'Romance']",0.0,0.0,118.0,3.416181,43.0,5.5
514,RoboCop 3,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",22000000.0,10696210.0,104.0,8.685798,309.0,4.2
515,Robin Hood: Men in Tights,['Comedy'],20000000.0,35739755.0,104.0,17.136672,575.0,6.4
516,Romeo Is Bleeding,"['Action', 'Crime', 'Drama', 'Thriller']",11500000.0,3275585.0,100.0,9.796318,36.0,5.7
517,Romper Stomper,"['Action', 'Drama', 'Thriller']",0.0,0.0,94.0,5.157926,126.0,6.6
518,Ruby in Paradise,"['Drama', 'Romance']",800000.0,1001437.0,114.0,0.941994,10.0,5.6
519,Rudy,['Drama'],12000000.0,22750363.0,114.0,5.914833,187.0,7.2
